student_id	assessment_id	experienced_ind	crt_on_dt	crt_by_nm	sys_vld_frm_dt	sys_vld_to_dt	del_ind
56	4340	true	4/18/2016	Wayne	1/10/2016	6/24/2025	true
57	4282	false	2/13/2016	David	8/11/2016	7/8/2026	false
58	4410	true	3/3/2016	Edward	3/15/2016	12/17/2028	true
59	4466	false	6/4/2016	Aaron	11/28/2015	10/14/2023	false
60	4624	false	7/4/2016	Ralph	1/7/2015	4/24/2028	false
61	4676	false	5/19/2016	Henry	12/22/2014	3/7/2029	true
62	4083	true	8/23/2016	William	7/1/2015	5/8/2028	true
63	4840	false	6/5/2016	Gary	2/20/2015	2/25/2025	true
64	4769	false	2/24/2016	Craig	11/10/2015	7/24/2029	false
65	4689	false	8/31/2016	Joshua	6/24/2016	5/13/2028	true
66	4733	false	3/30/2016	Samuel	7/16/2016	2/8/2023	true
67	4441	true	5/26/2016	Ronald	7/6/2015	2/26/2030	true
68	4096	true	6/5/2016	Adam	6/30/2015	8/20/2027	true
69	4103	true	8/13/2016	Jason	12/3/2016	1/21/2028	true
70	4340	true	8/2/2016	Lawrence	1/19/2017	6/15/2026	true
71	4103	false	8/27/2016	Gregory	2/14/2016	1/27/2026	false
72	4709	true	8/2/2016	Willie	12/11/2015	7/4/2029	true
73	4912	false	4/26/2016	Aaron	8/12/2015	5/24/2023	true
74	4308	true	1/30/2016	Aaron	2/3/2016	1/1/2026	false
75	4561	true	8/22/2016	Ronald	5/14/2016	1/18/2026	false
76	4288	true	1/24/2016	Thomas	2/13/2015	4/18/2024	false
77	4204	true	6/7/2016	Matthew	3/19/2015	11/20/2027	false
78	4694	false	2/2/2016	Andrew	2/22/2016	9/3/2029	true
79	4630	true	1/8/2016	Philip	1/26/2015	1/21/2025	true
80	4606	false	12/11/2015	Adam	3/19/2016	12/23/2028	true
81	4454	false	5/30/2016	Peter	7/15/2016	6/13/2025	false
82	4716	false	7/25/2016	Willie	3/6/2015	8/23/2023	true
83	4237	false	9/16/2016	Howard	7/9/2015	5/2/2027	false
84	4980	true	6/2/2016	John	1/11/2017	12/12/2025	true
85	4161	false	2/22/2016	Craig	6/27/2016	12/17/2023	false
86	4542	true	4/8/2016	Eugene	11/27/2016	5/30/2027	false
87	4795	false	4/19/2016	Fred	2/7/2016	11/14/2026	false
88	4540	true	4/6/2016	Adam	1/18/2017	2/17/2029	true
89	4665	false	3/30/2016	Joshua	1/21/2017	7/27/2024	true
90	4555	true	3/8/2016	Louis	12/6/2016	8/27/2024	true
91	4693	false	4/8/2016	Steve	12/19/2016	11/15/2027	true
92	4293	true	5/28/2016	Samuel	6/8/2015	9/28/2024	false
93	4743	true	1/23/2016	Keith	11/15/2015	9/17/2028	false
94	4745	true	4/1/2016	Aaron	12/3/2014	9/11/2029	true
95	4617	true	8/10/2016	Brian	9/3/2016	2/21/2023	true
96	4848	true	12/15/2015	Douglas	11/20/2015	9/10/2026	true
97	4340	false	9/14/2016	Phillip	11/4/2015	7/23/2029	false
98	4104	false	3/6/2016	Carl	4/4/2015	1/9/2030	false
99	4073	true	3/30/2016	Thomas	8/24/2016	7/14/2025	true
100	4684	true	6/16/2016	Terry	5/24/2016	12/19/2024	true
101	4870	false	3/17/2016	Bruce	12/29/2016	1/4/2030	true
102	4818	true	10/31/2016	Harry	10/3/2016	7/1/2028	false
103	4105	true	8/15/2016	Victor	4/15/2016	12/7/2027	false
104	4847	true	7/4/2016	Howard	10/23/2015	4/8/2023	true
105	4835	true	7/20/2016	Timothy	12/9/2016	12/23/2026	false
106	4296	false	10/1/2016	Raymond	9/21/2015	3/12/2025	false
107	4783	false	11/6/2016	Kevin	12/30/2014	3/14/2027	false
108	4540	false	4/11/2016	Justin	12/12/2015	6/6/2026	true
109	4692	true	8/16/2016	Jason	12/12/2014	3/17/2024	false
110	4330	false	2/7/2016	James	12/27/2014	1/24/2029	true
111	4701	false	11/5/2016	Timothy	1/5/2017	7/25/2024	false
112	4979	false	2/10/2016	Bruce	1/17/2017	12/10/2027	false
113	4946	false	10/9/2016	Henry	7/13/2015	7/12/2026	false
114	4287	true	8/2/2016	Bruce	6/12/2015	7/13/2023	true
115	4285	false	8/25/2016	Larry	4/10/2016	3/21/2029	false
116	4053	true	3/14/2016	Gerald	3/22/2016	8/9/2024	true
117	4630	true	12/30/2015	Victor	11/10/2015	10/4/2024	false
118	4217	true	3/10/2016	Jesse	3/18/2016	9/22/2026	true
119	4481	true	10/2/2016	Donald	3/16/2015	2/1/2025	false
120	4178	true	5/10/2016	Richard	5/9/2016	11/29/2025	true
121	4805	true	5/6/2016	Michael	12/31/2014	5/22/2029	false
122	4911	false	6/21/2016	Billy	2/22/2015	10/24/2026	true
123	4680	true	7/16/2016	Bobby	9/21/2015	5/25/2027	false
124	4989	false	9/28/2016	Shawn	2/28/2015	7/19/2027	false
125	4048	false	9/4/2016	Roy	11/28/2016	12/30/2022	false
126	4594	false	11/24/2016	Stephen	12/14/2014	3/26/2027	true
127	4321	true	12/2/2015	Martin	12/2/2015	5/14/2027	false
128	4610	false	10/29/2016	Keith	2/2/2016	7/24/2024	false
129	4853	false	10/16/2016	Bruce	1/19/2015	11/3/2028	false
130	4028	false	4/23/2016	Justin	6/2/2016	3/13/2029	true
131	4107	true	12/10/2015	Edward	12/7/2016	7/11/2028	true
132	4142	false	3/30/2016	Steven	5/5/2015	4/7/2029	true
133	4266	true	3/13/2016	Carlos	11/5/2016	10/7/2026	true
134	4045	true	5/23/2016	Richard	7/7/2015	11/14/2029	false
135	4562	false	8/14/2016	Larry	1/29/2016	1/30/2025	false
136	4024	true	11/29/2015	Bruce	8/5/2015	12/22/2029	false
137	4800	false	5/22/2016	David	1/19/2017	4/30/2026	true
138	4554	false	11/20/2016	Lawrence	11/2/2015	7/29/2026	true
139	4322	false	12/27/2015	Richard	6/10/2015	5/17/2027	true
140	4810	true	5/9/2016	Sean	11/7/2015	11/15/2028	true
141	4198	false	11/24/2016	Todd	6/1/2015	7/3/2026	false
142	4935	false	10/6/2016	Victor	11/24/2016	11/9/2025	false
143	4581	false	12/28/2015	Victor	11/14/2016	10/4/2027	true
144	4033	true	9/27/2016	Larry	2/26/2017	1/28/2023	false
145	4481	true	1/23/2016	Eugene	4/21/2016	6/24/2025	true
146	4195	false	3/5/2016	Shawn	1/22/2015	10/12/2024	false
147	4409	false	8/18/2016	Juan	9/17/2016	1/16/2024	false
148	4389	false	2/10/2016	Todd	6/19/2016	10/21/2026	false
149	4196	true	2/21/2016	Peter	3/30/2016	8/23/2026	true
150	4999	false	11/20/2016	Ernest	1/17/2017	6/13/2029	true
151	4474	true	2/7/2016	Brandon	2/6/2015	12/7/2028	false
152	4803	false	1/14/2016	Samuel	6/5/2015	4/27/2024	false
153	4569	false	10/1/2016	David	12/9/2015	11/23/2026	false
154	4576	false	6/3/2016	Roger	3/24/2016	11/18/2028	true
155	4561	true	2/24/2016	Earl	10/27/2015	9/26/2027	false
156	4413	false	12/16/2015	Brandon	5/2/2016	3/24/2027	true
157	4903	true	2/20/2016	Roger	9/23/2015	3/18/2028	false
158	4971	false	2/16/2016	Ralph	1/26/2015	7/12/2028	false
159	4840	false	7/17/2016	Russell	1/19/2015	5/18/2026	true
160	4121	true	1/21/2016	Bruce	10/6/2015	12/18/2028	false
161	4394	false	1/5/2016	Stephen	4/30/2016	5/4/2025	true
162	4529	true	11/19/2016	Jerry	2/23/2016	6/8/2027	true
163	4507	true	8/8/2016	Nicholas	10/5/2015	1/31/2029	false
164	4651	false	5/3/2016	Martin	10/7/2015	11/9/2024	true
165	4071	true	2/28/2016	Craig	4/26/2016	8/19/2025	true
166	4398	true	5/2/2016	Walter	7/17/2016	4/14/2025	true
167	4585	false	1/11/2016	Edward	10/29/2016	8/1/2025	true
168	4170	true	8/9/2016	Billy	6/22/2016	8/26/2028	true
169	4663	false	12/7/2015	Gregory	3/4/2016	8/1/2028	true
170	4373	false	11/5/2016	Benjamin	10/30/2016	2/23/2024	true
171	4761	true	1/11/2016	Andrew	10/15/2016	12/6/2023	false
172	4131	true	2/18/2016	Ronald	2/24/2016	7/25/2023	true
173	4309	false	7/24/2016	Aaron	7/11/2015	6/15/2027	true
174	4526	false	11/25/2015	Gary	4/16/2016	12/30/2027	false
175	4166	false	3/15/2016	Stephen	3/16/2015	10/28/2026	true
176	4724	true	5/5/2016	Jack	8/22/2015	4/21/2027	false
177	4233	true	7/8/2016	John	11/10/2016	7/31/2023	false
178	4136	false	7/25/2016	Douglas	5/6/2015	7/25/2026	false
179	4555	false	8/17/2016	Scott	3/27/2016	1/14/2023	false
180	4296	false	11/9/2016	Samuel	2/28/2015	4/8/2025	false
181	4512	false	9/25/2016	Jack	8/27/2015	1/22/2026	true
182	4052	false	2/7/2016	George	12/10/2014	2/6/2025	false
183	4968	false	10/6/2016	Gregory	2/4/2015	5/26/2027	false
184	4098	false	6/5/2016	Daniel	4/5/2016	2/27/2030	true
185	4285	false	6/26/2016	Gerald	12/25/2014	6/10/2027	true
186	4460	true	11/10/2016	Samuel	10/2/2016	5/26/2027	false
187	4866	true	4/27/2016	Howard	3/28/2015	10/14/2023	true
188	4445	false	8/27/2016	Robert	8/28/2015	2/18/2029	true
189	4029	true	10/19/2016	Chris	2/13/2016	1/23/2028	true
190	4428	false	6/30/2016	Victor	5/27/2015	12/22/2027	true
191	4932	false	9/8/2016	Johnny	12/26/2016	1/3/2026	false
192	4748	true	3/13/2016	Gregory	7/13/2015	7/4/2024	true
193	4573	false	11/21/2016	Roy	6/25/2015	4/13/2028	true
194	4402	true	10/9/2016	Douglas	6/6/2015	6/27/2026	true
195	4912	false	10/23/2016	Bruce	3/20/2016	9/30/2029	true
196	4377	true	6/4/2016	Justin	5/14/2015	9/29/2027	false
197	4419	true	3/15/2016	Joe	8/28/2016	2/24/2028	false
198	4043	false	2/18/2016	Samuel	11/8/2016	8/5/2025	true
199	4372	true	6/20/2016	Carlos	5/11/2016	3/28/2023	false
200	4153	false	1/18/2016	Carl	9/24/2015	5/10/2028	false
201	4291	false	6/17/2016	Terry	2/4/2017	1/27/2025	true
202	4654	false	5/10/2016	Kenneth	11/25/2016	2/2/2024	true
203	4802	true	7/8/2016	Andrew	2/9/2017	5/9/2027	false
204	4816	true	3/7/2016	Charles	8/6/2016	6/26/2024	false
205	4154	true	2/24/2016	Gerald	7/11/2015	9/29/2027	false
206	4747	true	7/13/2016	George	5/17/2015	6/28/2027	false
207	4624	true	9/25/2016	Michael	12/28/2016	3/17/2027	true
208	4484	true	3/10/2016	Arthur	5/10/2016	7/15/2023	false
209	4581	true	3/8/2016	Phillip	12/28/2015	9/24/2027	true
210	4881	false	10/5/2016	Phillip	5/31/2015	2/15/2023	false
211	4129	false	11/29/2015	Ronald	6/18/2015	6/19/2028	true
212	4055	true	12/30/2015	Frank	10/26/2015	3/26/2024	true
213	4825	true	2/9/2016	Brian	8/18/2015	3/8/2029	true
214	4349	false	3/6/2016	Alan	12/27/2014	9/22/2026	true
215	4961	false	1/12/2016	Jeffrey	12/16/2014	1/15/2023	true
216	4413	true	1/15/2016	David	11/7/2016	4/22/2026	false
217	4395	true	8/22/2016	Billy	12/23/2015	12/23/2024	true
218	4846	true	10/22/2016	Joe	5/23/2015	3/14/2025	false
219	4722	false	5/11/2016	Anthony	9/27/2016	6/5/2025	false
220	4854	true	11/4/2016	Jack	5/28/2015	10/12/2029	true
221	4504	false	7/25/2016	Harold	11/10/2015	12/19/2026	true
222	4685	false	3/5/2016	Donald	1/4/2016	12/3/2027	false
223	4075	true	2/21/2016	Henry	12/23/2016	6/9/2023	true
224	4440	true	4/9/2016	Jason	5/22/2016	11/16/2023	true
225	4618	false	6/20/2016	Willie	4/24/2015	3/24/2024	false
226	4671	false	3/18/2016	Douglas	9/13/2015	12/24/2024	false
227	4886	false	8/13/2016	Brian	1/10/2015	9/20/2025	true
228	4071	false	9/7/2016	Randy	12/5/2015	5/11/2023	false
229	4904	false	8/22/2016	Gary	3/6/2015	4/27/2028	false
230	4307	false	8/12/2016	Fred	5/22/2016	9/6/2026	false
231	4863	false	11/18/2016	Walter	11/8/2016	12/10/2027	true
232	4719	false	6/25/2016	Anthony	6/24/2015	1/23/2023	true
233	4701	false	1/6/2016	Adam	2/19/2017	6/24/2029	true
234	4886	true	12/4/2015	Adam	5/24/2015	7/12/2029	false
235	4099	true	11/21/2016	Wayne	1/6/2017	7/14/2026	false
236	4695	false	1/7/2016	Henry	3/20/2015	7/20/2024	true
237	4567	true	1/24/2016	Keith	11/7/2016	4/13/2027	true
238	4850	false	10/30/2016	Eric	12/30/2016	5/21/2029	false
239	4961	false	12/11/2015	Thomas	10/11/2016	2/13/2029	true
240	4263	true	10/24/2016	Peter	5/10/2016	1/24/2027	true
241	4274	true	1/26/2016	Charles	6/8/2016	8/23/2026	true
242	4381	false	10/12/2016	Richard	2/27/2017	4/14/2027	true
243	4544	false	4/16/2016	Joshua	11/12/2015	9/12/2026	true
244	4525	true	10/25/2016	Jack	4/17/2016	8/19/2027	true
245	4501	false	5/10/2016	Jose	2/22/2016	8/1/2023	false
246	4501	false	5/22/2016	Bruce	11/23/2015	11/3/2025	false
247	4647	true	1/6/2016	Henry	10/6/2016	10/1/2023	false
248	4741	true	10/27/2016	Peter	8/23/2015	6/19/2028	false
249	4350	false	7/24/2016	Clarence	10/23/2015	3/4/2028	false
250	4382	true	5/13/2016	Walter	3/5/2015	1/29/2029	true
251	4642	false	5/12/2016	Ralph	9/13/2016	1/22/2030	true
252	4731	true	5/29/2016	Justin	12/3/2014	1/29/2027	true
253	4186	false	9/19/2016	Arthur	7/27/2015	4/27/2028	true
254	4690	true	11/26/2015	Dennis	10/14/2015	10/10/2027	true
255	4594	false	5/20/2016	Willie	12/22/2016	7/20/2023	false
256	4094	true	1/20/2016	Todd	8/21/2016	3/18/2024	false
257	4891	false	2/6/2016	Earl	6/24/2016	3/3/2023	false
258	4413	false	10/16/2016	Charles	8/22/2015	7/2/2029	true
259	4467	true	3/7/2016	Brandon	4/4/2015	1/9/2025	false
260	4320	true	8/23/2016	Paul	8/1/2015	5/26/2023	false
261	4810	false	11/13/2016	Joseph	7/13/2016	1/13/2024	true
262	4766	false	8/27/2016	Jack	5/31/2016	11/1/2028	false
263	4455	true	12/20/2015	Harry	9/19/2016	3/30/2029	true
264	4768	true	3/31/2016	Jack	2/2/2017	1/3/2023	false
265	4616	true	10/28/2016	Justin	2/23/2017	7/29/2026	true
266	4676	true	1/31/2016	Patrick	5/10/2015	9/2/2026	false
267	4668	false	6/18/2016	Benjamin	2/6/2015	2/6/2028	true
268	4774	false	6/15/2016	Juan	9/22/2016	1/9/2024	true
269	4719	true	9/9/2016	Gerald	2/10/2016	11/24/2026	false
270	4114	true	6/26/2016	Thomas	12/30/2015	5/3/2028	true
271	4733	true	1/10/2016	Billy	5/8/2015	6/10/2027	true
272	4496	false	6/22/2016	Mark	8/23/2015	6/29/2027	true
273	4236	false	5/4/2016	Brandon	4/8/2016	10/9/2029	true
274	4004	false	8/13/2016	Nicholas	5/1/2016	10/16/2026	false
275	4152	false	8/2/2016	Kevin	5/23/2016	2/9/2024	false
276	4330	false	10/21/2016	Steven	5/16/2015	2/19/2030	false
277	4012	true	11/16/2016	Andrew	3/7/2016	6/11/2024	false
278	4386	false	1/18/2016	Henry	1/23/2016	5/23/2029	true
279	4053	true	8/19/2016	Daniel	3/22/2016	4/27/2023	false
280	4434	true	1/19/2016	Walter	9/19/2016	11/18/2026	true
281	4538	false	4/11/2016	Andrew	10/15/2015	2/19/2024	true
282	4507	false	10/9/2016	Russell	8/1/2016	10/30/2024	false
283	4446	false	11/8/2016	Brian	8/3/2016	5/20/2025	true
284	4886	false	5/16/2016	Mark	11/25/2015	11/12/2028	false
285	4911	true	2/2/2016	Jeffrey	12/28/2016	12/4/2025	false
286	4450	true	10/4/2016	Christopher	12/12/2014	1/18/2025	false
287	4261	false	1/22/2016	Roger	7/1/2016	12/31/2022	true
288	4814	true	3/21/2016	Billy	10/30/2016	6/13/2028	true
289	4851	false	11/16/2016	Victor	4/21/2015	11/25/2027	true
290	4914	false	2/23/2016	Samuel	9/1/2016	8/24/2024	false
291	4235	false	1/24/2016	Kenneth	1/31/2015	11/28/2027	true
292	4048	false	6/1/2016	Edward	7/16/2016	4/25/2027	false
293	4356	true	10/3/2016	Antonio	10/18/2016	9/25/2026	false
294	4840	true	2/9/2016	Clarence	10/25/2016	8/30/2026	false
295	4444	false	11/8/2016	John	3/13/2015	4/19/2029	true
296	4802	false	11/27/2015	Shawn	12/8/2015	11/1/2029	true
297	4184	false	4/24/2016	Roy	4/30/2015	7/29/2028	true
298	4796	false	3/24/2016	Antonio	9/25/2016	7/23/2028	true
299	4668	false	3/2/2016	Charles	3/19/2016	12/26/2029	true
300	4495	true	10/9/2016	Terry	9/8/2015	4/9/2029	true
301	4212	true	12/1/2015	Phillip	10/15/2016	5/29/2023	true
302	4597	true	2/3/2016	Victor	1/6/2015	3/9/2026	true
303	4026	false	5/1/2016	Alan	10/25/2015	2/5/2027	false
304	4274	true	10/11/2016	Larry	2/12/2017	1/25/2023	true
305	4103	true	3/27/2016	Victor	4/5/2015	10/14/2025	true
306	4894	true	8/9/2016	Matthew	9/13/2016	11/22/2027	true
307	4566	false	6/15/2016	Bruce	8/18/2016	6/21/2025	true
308	4495	false	1/25/2016	Gerald	1/26/2015	7/19/2026	true
309	4612	true	1/29/2016	Steve	5/2/2016	4/18/2026	true
310	4789	false	12/11/2015	Louis	2/9/2016	7/9/2024	true
311	4522	false	10/4/2016	Gary	8/30/2016	4/8/2025	false
312	4177	true	3/17/2016	Gary	5/3/2016	3/29/2024	true
313	4459	true	10/2/2016	Todd	12/29/2016	4/30/2025	false
314	4465	true	2/17/2016	Bruce	3/19/2016	1/3/2028	true
315	4548	false	1/16/2016	Bruce	3/28/2016	9/12/2026	true
316	4426	false	7/19/2016	Aaron	5/30/2015	1/3/2023	true
317	4741	false	11/22/2016	Roy	9/13/2015	6/20/2024	true
318	4231	false	3/11/2016	Samuel	7/22/2016	1/30/2023	true
319	4171	true	2/1/2016	Arthur	4/29/2015	6/8/2027	true
320	4620	false	1/19/2016	Douglas	2/20/2017	4/22/2023	false
321	4309	false	11/29/2015	Thomas	6/8/2016	3/26/2027	true
322	4883	false	11/8/2016	Jeremy	3/5/2015	3/6/2023	true
323	4450	false	2/18/2016	Brian	6/20/2015	4/6/2027	true
324	4617	true	7/1/2016	Robert	11/23/2016	1/2/2025	false
325	4120	false	9/3/2016	Howard	5/17/2016	6/23/2023	false
326	4086	false	9/26/2016	Gregory	10/4/2015	6/3/2025	false
327	4946	true	12/8/2015	Ronald	5/18/2016	5/23/2024	false
328	4550	false	3/29/2016	Steven	1/7/2015	6/12/2023	true
329	4669	true	5/2/2016	Kevin	6/26/2015	2/23/2028	true
330	4509	false	2/6/2016	Walter	10/10/2015	2/4/2026	false
331	4697	true	3/25/2016	Patrick	6/24/2016	9/1/2025	false
332	4404	true	5/30/2016	Louis	1/24/2017	2/7/2024	false
333	4086	false	10/30/2016	Mark	2/18/2017	1/18/2027	true
334	4979	false	12/11/2015	Philip	5/26/2015	7/20/2025	true
335	4363	true	1/12/2016	Gerald	2/27/2015	2/27/2029	false
336	4027	false	8/25/2016	Jack	5/25/2016	9/20/2027	true
337	4548	false	5/6/2016	Todd	7/4/2016	4/9/2024	true
338	4808	false	8/17/2016	Mark	2/23/2017	11/20/2029	true
339	4122	false	6/28/2016	Gerald	12/9/2015	9/28/2025	false
340	4744	true	5/13/2016	Chris	4/23/2016	7/29/2026	false
341	4025	true	10/5/2016	Carlos	7/8/2015	10/17/2029	true
342	4167	false	4/7/2016	Jerry	5/1/2016	6/17/2025	true
343	4355	true	2/1/2016	Aaron	9/14/2016	9/5/2029	true
344	4160	true	6/15/2016	Harry	12/5/2016	6/12/2024	true
345	4061	false	11/30/2015	Ronald	10/11/2016	8/27/2024	true
346	4213	true	4/23/2016	Jeffrey	1/7/2016	9/13/2026	true
347	4353	false	7/6/2016	Terry	7/19/2015	10/25/2023	false
348	4040	false	1/2/2016	Jeffrey	11/2/2015	6/7/2025	false
349	4056	true	9/26/2016	Philip	8/9/2016	8/10/2024	true
350	4693	false	3/5/2016	Terry	4/7/2016	12/17/2022	false
351	4983	false	2/13/2016	Bobby	2/7/2017	3/31/2029	false
352	4336	true	4/7/2016	Frank	12/9/2014	7/14/2023	true
353	4335	false	9/8/2016	Eugene	10/27/2015	10/27/2023	true
354	4165	false	9/28/2016	Kevin	4/27/2016	8/11/2023	false
355	4333	true	4/3/2016	Thomas	8/11/2015	11/24/2025	false
356	4256	true	10/1/2016	Aaron	11/6/2015	5/24/2026	false
357	4227	true	12/1/2015	Jonathan	11/7/2015	1/1/2027	false
358	4886	true	4/13/2016	Benjamin	4/11/2016	7/27/2027	true
359	4754	true	7/15/2016	Steven	1/29/2017	11/10/2025	false
360	4058	true	12/15/2015	Gerald	3/31/2015	3/5/2025	false
361	4516	true	3/10/2016	David	2/9/2017	9/12/2023	true
362	4852	true	3/11/2016	Patrick	1/5/2015	11/12/2028	true
363	4036	true	6/5/2016	Nicholas	12/25/2014	4/3/2023	false
364	4263	true	10/17/2016	Howard	10/20/2015	1/28/2029	true
365	4910	true	8/23/2016	Kevin	4/13/2016	9/16/2028	false
366	4128	false	12/10/2015	Chris	2/5/2015	6/1/2023	true
367	4216	true	3/28/2016	Michael	3/17/2016	1/30/2030	false
368	4570	true	4/29/2016	Chris	3/26/2015	3/29/2027	false
369	4632	false	8/10/2016	Randy	5/19/2015	10/5/2029	true
370	4225	false	8/2/2016	Jeremy	1/4/2015	9/29/2027	true
371	4980	true	11/4/2016	Sean	8/8/2016	12/24/2024	true
372	4052	true	2/26/2016	Donald	11/15/2015	11/9/2026	true
373	4653	true	8/20/2016	Gary	12/31/2016	4/15/2024	false
374	4510	true	11/1/2016	Carlos	8/8/2015	11/28/2026	true
375	4932	false	8/22/2016	Martin	10/11/2015	3/16/2025	true
376	4793	false	12/2/2015	James	12/14/2015	4/16/2028	true
377	4194	true	2/10/2016	Jimmy	6/1/2016	5/10/2024	false
378	4737	true	3/17/2016	Michael	1/9/2015	3/19/2028	false
379	4552	false	10/20/2016	Steven	1/5/2016	6/25/2029	true
380	4615	false	1/19/2016	Victor	4/10/2016	12/22/2025	false
381	4280	false	3/31/2016	Donald	3/2/2016	9/4/2025	true
382	4206	false	9/21/2016	Randy	12/25/2015	2/4/2027	false
383	4674	true	5/20/2016	Carlos	7/26/2015	3/14/2029	false
384	4236	true	11/7/2016	Douglas	1/29/2016	2/28/2029	true
385	4378	true	3/30/2016	Keith	2/2/2015	6/11/2023	true
386	4219	false	8/10/2016	Gerald	1/28/2015	8/29/2028	false
387	4355	true	3/18/2016	Bruce	2/12/2017	7/5/2028	true
388	4763	false	10/1/2016	Timothy	12/30/2016	11/24/2026	true
389	4365	true	11/15/2016	Kenneth	9/17/2016	11/8/2024	false
390	4188	false	12/31/2015	Shawn	10/12/2016	2/27/2025	false
391	4774	true	10/16/2016	Frank	7/28/2016	9/5/2024	false
392	4864	true	11/29/2015	David	1/28/2016	12/4/2023	false
393	4041	true	6/12/2016	Douglas	9/19/2015	12/14/2026	false
394	4248	true	9/4/2016	Antonio	3/24/2015	10/28/2028	false
395	4727	false	10/29/2016	Joe	1/17/2015	3/16/2029	false
396	4330	false	11/15/2016	Eric	12/28/2015	4/5/2029	false
397	4311	false	8/9/2016	Ryan	12/20/2015	1/16/2030	true
398	4109	false	6/20/2016	Juan	3/11/2016	11/12/2023	true
399	4573	true	9/22/2016	Carl	10/10/2015	10/7/2024	false
400	4514	false	7/31/2016	Stephen	6/20/2016	11/22/2026	false
401	4622	false	10/8/2016	Juan	8/21/2015	6/22/2027	true
402	4287	true	8/20/2016	Scott	1/3/2016	7/22/2024	true
403	4988	true	11/26/2015	Adam	9/9/2016	5/28/2024	true
